Date,Event (NC=Last Trading; C=Clearing; H=Holiday; T=Tradeday),Code,HSI,MHI,HKEXHSI,HHI,HSICALLCODE,HSIPUTCODE,HSICALLPATTERN,HSIPUTPATTERN
2010-03-26,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-03-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-03-29,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-30,NC,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-03-31,C,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-01,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-04-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-04-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-04-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-04-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-04-07,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-08,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-09,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-04-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-04-12,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-13,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-14,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-15,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-16,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-17,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-04-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-04-19,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-20,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-21,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-22,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-23,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-24,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-04-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-04-26,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-27,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-28,T,J,HSIJ0,MHIJ0,1004,HHIJ0,D0,P0,HSI<STRIKE>D0,HSI<STRIKE>P0
2010-04-29,NC,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-04-30,C,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-05-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-05-03,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-04,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-05,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-06,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-07,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-08,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-05-09,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-05-10,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-11,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-12,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-13,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-14,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-05-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-05-17,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-18,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-19,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-20,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-05-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-05-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-05-24,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-25,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-26,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-27,T,K,HSIK0,MHIK0,1005,HHIK0,E0,Q0,HSI<STRIKE>E0,HSI<STRIKE>Q0
2010-05-28,NC,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-05-29,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-05-30,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-05-31,C,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-01,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-02,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-03,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-04,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-06-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-06-07,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-08,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-09,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-10,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-11,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-06-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-06-14,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-15,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-06-17,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-18,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-19,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-06-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-06-21,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-22,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-23,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-24,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-25,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-06-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-06-28,T,M,HSIM0,MHIM0,1006,HHIM0,F0,R0,HSI<STRIKE>F0,HSI<STRIKE>R0
2010-06-29,NC,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-06-30,C,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-07-02,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-07-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-07-05,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-06,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-07,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-08,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-09,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-07-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-07-12,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-13,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-14,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-15,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-16,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-17,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-07-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-07-19,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-20,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-21,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-22,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-23,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-24,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-07-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-07-26,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-27,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-28,T,N,HSIN0,MHIN0,1007,HHIN0,G0,S0,HSI<STRIKE>G0,HSI<STRIKE>S0
2010-07-29,NC,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-07-30,C,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-07-31,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-08-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-08-02,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-03,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-04,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-05,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-06,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-07,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-08-08,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-08-09,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-10,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-11,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-12,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-13,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-14,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-08-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-08-16,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-17,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-18,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-19,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-20,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-08-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-08-23,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-24,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-25,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-26,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-27,T,Q,HSIQ0,MHIQ0,1008,HHIQ0,H0,T0,HSI<STRIKE>H0,HSI<STRIKE>T0
2010-08-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-08-29,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-08-30,NC,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-08-31,C,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-01,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-02,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-03,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-09-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-09-06,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-07,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-08,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-09,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-10,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-09-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-09-13,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-14,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-15,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-16,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-17,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-09-19,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-09-20,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-21,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-22,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-09-24,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-09-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-09-27,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-28,T,U,HSIU0,MHIU0,1009,HHIU0,I0,U0,HSI<STRIKE>I0,HSI<STRIKE>U0
2010-09-29,NC,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-09-30,C,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-10-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-10-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-10-04,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-05,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-06,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-07,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-08,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-09,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-10-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-10-11,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-12,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-13,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-14,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-15,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-10-17,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-10-18,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-19,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-20,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-21,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-22,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-10-24,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-10-25,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-26,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-27,T,V,HSIV0,MHIV0,1010,HHIV0,J0,V0,HSI<STRIKE>J0,HSI<STRIKE>V0
2010-10-28,NC,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-10-29,C,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-10-30,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-10-31,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-11-01,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-02,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-03,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-04,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
2010-11-05,T,X,HSIX0,MHIX0,1011,HHIX0,K0,W0,HSI<STRIKE>K0,HSI<STRIKE>W0
